City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,novomykolayivka,47.9781,35.9102,64.36,71,0,4.74,UA,1723085302
367,ojinaga,29.5667,-104.4167,95.95,17,0,5.75,MX,1723085303
368,miri,4.4148,114.0089,86.14,79,40,3.44,MY,1723085304
369,kalibo (poblacion),11.7061,122.3644,87.19,58,3,3.44,PH,1723085307
370,ilhabela,-23.7781,-45.3581,73.22,50,1,4.7,BR,1723085308
371,zhangzhou,24.5133,117.6556,91.33,61,44,0.78,CN,1723085309
372,crane,31.3974,-102.3501,94.57,19,0,5.01,US,1723085310
373,new norfolk,-42.7826,147.0587,56.91,58,100,8.34,AU,1723085030
374,huarmey,-10.0681,-78.1522,62.42,86,72,8.41,PE,1723085313
375,undurkhaan,47.3194,110.6556,71.98,65,99,5.12,MN,1723085314
376,uturoa,-16.7333,-151.4333,78.71,83,36,10.47,PF,1723085315
377,itaituba,-4.2761,-55.9836,75.43,52,5,0.54,BR,1723085316
378,ocean shores,46.9737,-124.1563,62.96,93,0,11.5,US,1723085317
379,baise city,23.8997,106.6133,85.33,99,30,2.64,CN,1723085319
380,ohara,35.25,140.3833,84.09,75,23,8.75,JP,1723085320
381,tandil,-37.3217,-59.1332,42.69,94,100,14.47,AR,1723085121
382,sao gabriel da cachoeira,-0.1303,-67.0892,77.2,80,64,1.52,BR,1723085322
383,jimenez,28.3333,-105.4,84.4,37,97,6.31,MX,1723085323
384,quang ngai,15.1167,108.8,96.21,45,12,1.41,VN,1723085324
385,labytnangi,66.6572,66.4183,53.24,64,13,1.16,RU,1723085326
386,sidi ifni,29.3797,-10.173,69.55,91,53,7.29,MA,1723085327
387,tanjung selor,2.8372,117.3642,76.6,98,100,0.27,ID,1723085328
388,williamsburg,37.2707,-76.7075,78.08,83,100,9.22,US,1723085113
389,mairwa,26.2333,84.15,81.73,86,100,11.23,IN,1723085330
390,polignano a mare,40.9959,17.2159,77.72,58,0,0.92,IT,1723085331
391,usogorsk,63.4106,48.6872,55.08,59,8,4.99,RU,1723085333
392,tarko-sale,64.9225,77.785,53.15,67,100,14.94,RU,1723085334
393,kotlas,61.2611,46.6556,53.56,90,99,4.56,RU,1723085335
394,jayapura,-2.5333,140.7,83.59,66,74,6.11,ID,1723085336
395,codrington,-38.2667,141.9667,56.35,63,100,20.38,AU,1723085337
396,mtskheta,41.8451,44.7188,71.69,88,6,7.02,GE,1723085338
397,margate,51.3813,1.3862,59.31,85,41,12.08,GB,1723085168
398,jumla,29.2747,82.1838,62.91,87,96,3.27,NP,1723085341
399,lengshuitan,26.4111,111.5956,94.93,45,4,15.17,CN,1723085342
400,sumbe,-11.2061,13.8437,66.9,91,27,6.22,AO,1723085343
401,morant bay,17.8815,-76.4093,85.62,89,100,6.33,JM,1723085344
402,port douglas,-16.4833,145.4667,74.19,72,34,10.69,AU,1723085346
403,tyukhtet,56.5389,89.3011,64.81,85,66,5.5,RU,1723085347
404,puerto baquerizo moreno,-0.9,-89.6,67.5,79,91,13.42,EC,1723085348
405,palmas,-10.2128,-48.3603,71.47,56,0,2.3,BR,1723085349
406,dryden,49.7833,-92.7503,64.69,77,40,10.36,CA,1723085350
407,paracuru,-3.41,-39.0306,80.11,83,18,13.27,BR,1723085351
408,palmer,42.1584,-72.3287,62.92,81,0,0.0,US,1723085353
409,loudi,27.7344,111.9944,93.6,55,11,4.03,CN,1723085354
410,daru,-9.0763,143.2092,77.65,84,100,13.71,PG,1723085355
411,chauk,20.8833,94.8167,81.61,78,100,18.03,MM,1723085356
412,grande prairie,55.1667,-118.8027,73.58,43,20,9.22,CA,1723085357
413,hirara,24.8,125.2833,86.27,89,75,6.91,JP,1723085359
414,yel'nya,54.5786,33.1837,57.54,96,100,4.34,RU,1723085360
415,albemarle,35.3501,-80.2001,79.36,85,100,14.97,US,1723085337
416,east london,-33.0153,27.9116,64.63,37,0,5.08,ZA,1723085362
417,tangalle,6.024,80.7911,82.56,68,6,11.77,LK,1723085363
418,kavala,40.9397,24.4019,75.85,72,0,1.99,GR,1723085364
419,ola,59.5833,151.2833,57.49,79,46,7.34,RU,1723085126
420,sitangkai,4.6628,119.3928,82.13,76,100,8.52,PH,1723085367
421,geraldton,-28.7667,114.6,64.81,77,75,5.75,AU,1723085368
422,shitanjing,39.2342,106.3439,75.4,66,100,13.24,CN,1723085369
423,thinadhoo,0.5333,72.9333,78.62,88,100,17.13,MV,1723085370
424,sarangani,5.4033,125.4636,81.12,79,25,5.64,PH,1723085371
425,oneonta,42.4529,-75.0638,65.21,96,5,2.75,US,1723085179
426,saskatoon,52.1168,-106.6345,58.98,51,20,8.05,CA,1723085318
427,namibe,-15.1961,12.1522,58.41,89,7,4.79,AO,1723085375
428,kuliyapitiya,7.4688,80.0401,83.88,78,95,6.85,LK,1723085376
429,dunedin,-45.8742,170.5036,51.8,70,100,8.01,NZ,1723085377
430,vodnyy,63.5046,53.4095,55.78,59,6,2.04,RU,1723085378
431,neiafu,-18.65,-173.9833,75.88,60,20,10.36,TO,1723084805
432,woolgoolga,-30.1106,153.2007,66.07,54,13,8.57,AU,1723085381
433,kailua-kona,19.6406,-155.9956,81.28,77,25,3.0,US,1723085382
434,andergrove,-21.0833,149.1833,76.64,80,24,15.75,AU,1723085383
435,conception bay south,47.4999,-52.9981,62.55,92,60,12.44,CA,1723085384
436,biryusinsk,55.9634,97.8235,63.64,82,99,8.59,RU,1723085385
437,yamrat,10.1116,9.826,70.07,93,99,3.8,NG,1723085387
438,general pinedo,-27.3167,-61.2833,51.82,41,43,11.45,AR,1723085388
439,dodola,6.9833,39.1833,52.59,93,57,2.01,ET,1723085389
440,tvoroyri,61.5556,-6.8111,51.62,92,27,15.95,FO,1723085390
441,dwarka,22.2394,68.9678,81.99,83,97,21.61,IN,1723085391
442,kapuskasing,49.4169,-82.4331,64.49,72,100,3.44,CA,1723085394
443,san julian,21.0167,-102.1667,67.21,57,91,5.79,MX,1723085395
444,faya-largeau,17.9257,19.1043,90.18,48,100,13.13,TD,1723085396
445,tirupparangunram,9.8667,78.0667,82.36,89,20,2.3,IN,1723085397
446,sarandi grande,-33.7333,-56.3333,43.09,88,61,7.43,UY,1723085398
447,linxia chengguanzhen,35.6003,103.2064,64.08,86,100,3.11,CN,1723085399
448,pisco,-13.7,-76.2167,62.65,77,100,1.14,PE,1723085401
449,khandyga,62.6667,135.6,67.15,55,5,1.86,RU,1723085402
450,anna regina,7.2644,-58.5077,79.86,81,3,4.94,GY,1723085403
451,sainte-anne-des-monts,49.124,-66.4924,58.87,67,18,6.91,CA,1723085404
452,cidade velha,14.9167,-23.6167,77.47,83,75,17.27,CV,1723085405
453,benguela,-12.5763,13.4055,68.04,83,73,6.96,AO,1723085406
454,kudahuvadhoo,2.6708,72.8944,80.19,81,100,16.28,MV,1723085408
455,myitkyina,25.3833,97.4,75.67,98,100,0.51,MM,1723085409
456,tura,25.5198,90.2201,81.59,81,68,6.62,IN,1723085410
457,hobyo,5.3505,48.5268,74.93,85,96,18.77,SO,1723085411
458,ebaye,8.7748,167.7392,86.02,74,0,3.44,MH,1723085412
459,ialibu,-6.2821,143.9935,66.9,84,85,3.74,PG,1723085413
460,cesky brod,50.0742,14.8608,67.15,94,100,4.47,CZ,1723085415
461,ust-tsilma,65.441,52.1498,56.88,61,6,3.06,RU,1723085416
462,hurlingham,-34.5883,-58.6391,48.92,77,0,9.22,AR,1723085417
463,gidam,18.9833,81.4,74.35,95,100,2.13,IN,1723085418
464,murzuq,25.9155,13.9184,83.66,13,4,7.31,LY,1723085419
465,as suwayq,23.8494,57.4386,86.23,76,51,8.32,OM,1723085420
466,ponta delgada,37.7333,-25.6667,74.12,88,75,8.05,PT,1723085422
467,vahdat,38.5563,69.0135,79.54,44,0,2.24,TJ,1723085353
468,twon-brass,4.3151,6.2418,77.16,82,98,14.18,NG,1723085424
469,whakatane,-37.9585,176.9854,57.78,97,100,8.03,NZ,1723085425
470,serdar,38.9764,56.2757,84.4,59,71,17.54,TM,1723085427
471,broken hill,-31.95,141.4333,60.71,42,100,18.41,AU,1723085429
472,whangarei,-35.7317,174.3239,53.67,97,100,4.72,NZ,1723085233
473,wijchen,51.8,5.7167,63.12,79,100,5.75,NL,1723085431
474,sukumo,32.9333,132.7333,96.04,45,0,6.04,JP,1723085432
475,sol'tsy,58.1239,30.3238,54.84,97,7,3.98,RU,1723085434
476,buon ma thuot,12.6667,108.05,85.73,62,29,3.96,VN,1723085436
477,palikir - national government center,6.9248,158.1611,88.54,66,40,9.22,FM,1723085437
478,kimberley,-28.7323,24.7623,53.29,76,0,12.66,ZA,1723085421
479,kongwa,-6.2,36.4167,58.06,91,38,4.0,TZ,1723085439
480,san isidro,-12.1167,-77.05,61.02,83,100,6.91,PE,1723085441
481,san mateo del mar,16.2,-95.0,85.03,73,1,19.01,MX,1723085443
482,minas de marcona,-15.2119,-75.1103,49.37,91,87,13.31,PE,1723085444
483,papao,-17.75,-149.55,80.28,78,0,17.05,PF,1723085445
484,micoud,13.8167,-60.9,82.33,78,40,17.27,LC,1723085446
485,hotan,37.0997,79.9269,84.72,18,32,5.46,CN,1723085377
486,nikolayevsk-on-amure,53.1406,140.73,61.38,88,100,4.12,RU,1723085448
487,mhamid,29.82,-5.72,92.41,12,6,2.39,MA,1723085450
488,wum,6.3833,10.0667,63.81,97,100,2.8,CM,1723085451
489,shimoda,34.6667,138.95,86.36,77,28,5.97,JP,1723085452
490,mount kisco,41.2043,-73.7271,65.95,82,100,6.91,US,1723085453
491,oxapampa,-10.5775,-75.4017,58.71,97,99,1.83,PE,1723085454
492,qamdo,31.1667,97.2333,60.55,49,100,4.74,CN,1723085455
493,razole,16.4833,81.8333,82.4,77,94,6.67,IN,1723085457
494,nyurba,63.2842,118.3319,70.52,41,10,5.03,RU,1723085458
495,carutapera,-1.195,-46.02,76.19,86,78,5.19,BR,1723085373
496,gao,16.6362,1.637,80.42,68,89,16.87,ML,1723085460
497,cockburn town,21.4612,-71.1419,82.04,87,100,17.83,TC,1723085461
498,olhao,37.0286,-7.8411,77.29,64,0,2.3,PT,1723085462
499,iguape,-24.7081,-47.5553,71.44,60,74,6.58,BR,1723085464
500,khuzdar,27.7384,66.6434,78.91,58,16,3.31,PK,1723085465
501,swakopmund,-22.6833,14.5333,52.99,87,5,5.84,NA,1723085466
502,terrace,54.5163,-128.6035,89.51,25,0,9.22,CA,1723085205
503,tidjikja,18.5564,-11.4271,85.08,55,100,13.0,MR,1723085468
504,zherdevka,51.8486,41.4606,62.85,83,86,5.61,RU,1723085469
505,mangrol,21.1167,70.1167,82.15,82,57,17.25,IN,1723085471
506,yiyang,28.5892,112.3283,96.4,48,1,3.98,CN,1723085472
507,revda,56.801,59.9303,52.86,93,73,7.4,RU,1723085473
508,quellon,-43.1167,-73.6167,41.49,88,67,3.65,CL,1723085399
509,chui,-33.6971,-53.4616,50.02,75,90,8.3,UY,1723085475
510,sao miguel do araguaia,-13.275,-50.1628,74.21,30,0,4.79,BR,1723085476
511,diego de almagro,-26.3667,-70.05,48.87,53,1,3.49,CL,1723085478
512,filingue,14.3521,3.3168,76.59,74,100,7.29,NE,1723085479
513,port lincoln,-34.7333,135.8667,58.87,82,94,17.47,AU,1723085381
514,middelburg,-25.7751,29.4648,47.93,44,0,2.57,ZA,1723085481
515,coahuayana de hidalgo,18.7,-103.6583,79.93,85,99,2.08,MX,1723085482
516,nova vicosa,-17.8919,-39.3719,70.61,73,1,7.05,BR,1723085483
517,parkes,-33.1333,148.1833,64.35,42,52,12.41,AU,1723085485
518,tinajo,29.0788,-13.7081,72.48,73,100,17.27,ES,1723085486
519,wusong,30.95,117.7833,95.72,56,0,7.29,CN,1723085488
520,arnprior,45.4334,-76.3494,63.48,82,0,2.66,CA,1723085489
521,lata,40.1629,-8.3327,62.08,97,24,0.98,PT,1723085490
522,tromso,69.6496,18.957,64.42,55,0,5.75,NO,1723085492
523,namtsy,62.7161,129.6658,70.61,40,16,3.06,RU,1723085493
524,pariaman,-0.619,100.12,86.05,65,70,7.4,ID,1723085494
525,porbandar,21.6422,69.6093,82.27,82,98,17.13,IN,1723085495
526,shingu,33.7333,135.9833,87.66,66,2,7.38,JP,1723085496
527,badger,64.8,-147.5333,77.25,54,94,3.74,US,1723085498
528,spearfish,44.4908,-103.8594,65.66,68,100,11.5,US,1723085499
529,axim,4.8699,-2.2405,73.27,88,100,9.08,GH,1723085500
530,karlskrona,56.1616,15.5866,63.05,90,82,9.1,SE,1723085501
531,jingdezhen,29.2947,117.2079,95.7,50,0,2.84,CN,1723085502
532,balabac,7.9868,117.0645,86.16,67,76,6.51,PH,1723085503
533,taco pozo,-25.6167,-63.2833,58.01,31,90,7.56,AR,1723085505
534,tommot,58.9564,126.2925,72.18,51,0,4.14,RU,1723085506
535,isla mujeres,21.2311,-86.731,78.17,78,43,3.36,MX,1723085507
536,tabuk,17.4189,121.4443,89.06,63,94,4.36,PH,1723085508
537,acapulco de juarez,16.8634,-99.8901,78.4,84,100,11.16,MX,1723085357
538,chernyanka,50.9409,37.8069,59.04,92,69,7.07,RU,1723085510
539,klaksvik,62.2266,-6.589,49.12,91,95,6.98,FO,1723085512
540,lakhipur,26.0299,90.3041,83.34,83,87,3.36,IN,1723085513
541,coeur d'alene,47.6777,-116.7805,82.94,37,0,6.91,US,1723085514
542,wewak,-3.5534,143.6268,83.44,76,66,8.28,PG,1723085515
543,montevideo,-34.8335,-56.1674,50.02,81,40,10.36,UY,1723085469
544,cartagena,10.3997,-75.5144,80.22,89,20,3.44,CO,1723085297
545,calatayud,41.3535,-1.6432,73.24,77,2,3.87,ES,1723085519
546,lillehammer,61.1146,10.4674,57.88,99,97,6.73,NO,1723085520
547,ke-macina,13.9623,-5.3572,82.15,72,100,12.5,ML,1723085521
548,hammerfest,70.6634,23.6821,66.65,48,6,5.75,NO,1723085522
549,countryside,39.0409,-77.4136,77.79,94,100,5.75,US,1723085523
550,staryye ozinki,51.1786,49.6769,70.5,65,26,4.76,RU,1723085525
551,kruisfontein,-34.0033,24.7314,44.89,85,0,6.02,ZA,1723085526
552,shahrud,36.4182,54.9763,82.2,38,87,7.85,IR,1723085527
553,lubao,14.9167,120.55,87.51,67,96,9.75,PH,1723085528
554,kharan,28.5833,65.4167,88.74,45,90,8.12,PK,1723085529
555,jiangyou,31.7667,104.7167,83.28,80,84,3.2,CN,1723085530
556,tual,-5.6667,132.75,77.25,84,62,20.51,ID,1723085532
557,cifteler,39.3831,31.0392,61.02,76,0,5.32,TR,1723085533
558,sheridan,44.8333,-106.9173,59.31,96,96,4.7,US,1723085535
559,mo i rana,66.3128,14.1428,68.47,78,100,7.0,NO,1723085485
560,susanville,40.4163,-120.653,76.17,20,33,7.56,US,1723085539
561,paoua,7.2427,16.4406,68.94,89,97,1.43,CF,1723085540
562,erenhot,43.6475,111.9767,88.68,27,43,12.73,CN,1723085541
563,worland,44.0169,-107.9554,69.67,61,75,21.85,US,1723085542
564,klyuchi,52.2667,79.1667,73.18,67,99,6.49,RU,1723085376
565,olinda,-8.0089,-34.8553,78.53,65,20,8.05,BR,1723085353
